Column1,thong tin,rating,genre,name
620,"
“Em không muốn làm tổn thương anh. Bởi vì anh luôn là người rất dịu dàng và sâu sắc, em yêu chồng cũ của mình nhưng em luôn bị thu hút bởi con người anh.”“Việc tự cho mình cái quyền lựa chọn linh hồn, lựa chọn sinh mệnh của người khác, chẳng phải đã quá tàn nhẫn rồi hay sao. Có lẽ nào, giờ đây con người đã tự cho mình cái quyền năng giống Đức Chúa Trời”Trong tình yêu, khôn
“Em không muốn làm tổn thương anh. Bởi vì anh luôn là người rất dịu dàng và sâu sắc, em yêu chồng cũ của mình nhưng em luôn bị thu hút bởi con người anh.”“Việc tự cho mình cái quyền lựa chọn linh hồn, lựa chọn sinh mệnh của người khác, chẳng phải đã quá tàn nhẫn rồi hay sao. Có lẽ nào, giờ đây con người đã tự cho mình cái quyền năng giống Đức Chúa Trời”Trong tình yêu, không ai có thể biết rõ được rằng: Thân xác và linh hồn, điều gì quan trọng hơn, hoặc họ sẽ yêu phần nào sâu sắc hơn. Nhưng lúc này Ayano có thể tự đưa ra câu trả lời riêng cho mình. Việc phân biệt rõ ràng tình cảm đang dành cho điều gì là không quan trọng, nhận thức được tất cả những điều mà đối phương đang thu hút trái tim mình mới là điều quan trọng. Điều mà cô yêu, không chỉ là linh hồn, cũng không chỉ là sự hiện hữu của thân xác mà là sự tồn tại của Shuu ngay chính lúc này. Những điều bản thân anh đã xây dựng, cuộc sống hiện tại anh đang bước đi mới thật sự có ý nghĩa.

","{'5': 0, '4': 0, '3': 0, '2': 0, '1': 0}",[],https://www.goodreads.com//book/show/56589785-em-lu-n-ngh-v-anh?from_search=true&from_srp=true&qid=d3XNRNWRqy&rank=1
621,,,,https://www.goodreads.com//book/show/49644532-antes-de-diciembre?from_search=true&from_srp=true&qid=vHAkCZelbN&rank=1
622,"
“Tôi sắp nhập học khoa Y trường đại học. Trong một ngày mùa xuân điểm sắc hoa anh đào tuyệt đẹp, tôi đã gặp một người con gái, và yêu cô ấy từ cái nhìn đầu tiên.Nhưng khi tôi chạm vào cô ấy, con số 300 hiện lên thật lạnh lùng. Tôi - kẻ “nhìn thấy số thời gian còn lại của cuộc đời người khác” - đã trót biết được số ngày tính đến khi tôi và cô ấy phải vĩnh biệt nhau…”Một câu
“Tôi sắp nhập học khoa Y trường đại học. Trong một ngày mùa xuân điểm sắc hoa anh đào tuyệt đẹp, tôi đã gặp một người con gái, và yêu cô ấy từ cái nhìn đầu tiên.Nhưng khi tôi chạm vào cô ấy, con số 300 hiện lên thật lạnh lùng. Tôi - kẻ “nhìn thấy số thời gian còn lại của cuộc đời người khác” - đã trót biết được số ngày tính đến khi tôi và cô ấy phải vĩnh biệt nhau…”Một câu chuyện tình yêu đau lòng kể về hai con người bị số phận định sẵn sẽ phải chia li. Người đọc chắc chắn sẽ muốn lật sang trang kế tiếp hướng về phía số 0 sắp tới.

","{'5': 4, '4': 0, '3': 4, '2': 1, '1': 1}",['Novels > Light Novel'],https://www.goodreads.com//book/show/50728837-anh-s-l-i-m-ng-y-ph-i-n-i-t-m-bi-t-em?from_search=true&from_srp=true&qid=Iyh7JbQWZy&rank=1
623,"
Cuộc gặp gỡ tình cờ với người bạn cũ Emmy Grey mang đến cho Leah Stevens một cơ hội hoàn hảo để bắt đầu lại sau khi mất việc ở một tờ báo tại Boston và phá huỷ danh tiếng của chính mình. Emmy, vừa thoát khỏi mối quan hệ tồi tệ, thuyết phục Leah đến sống với mình ở vùng nông thôn Pennsylvania, nơi vị trí giáo viên đang còn thiếu và không một ai biết đến quá khứ của Leah cũn
Cuộc gặp gỡ tình cờ với người bạn cũ Emmy Grey mang đến cho Leah Stevens một cơ hội hoàn hảo để bắt đầu lại sau khi mất việc ở một tờ báo tại Boston và phá huỷ danh tiếng của chính mình. Emmy, vừa thoát khỏi mối quan hệ tồi tệ, thuyết phục Leah đến sống với mình ở vùng nông thôn Pennsylvania, nơi vị trí giáo viên đang còn thiếu và không một ai biết đến quá khứ của Leah cũng như Emmy.Khi hàng loạt những tội ác khủng khiếp xảy đến với thị trấn và Emmy biến mất một cách bí ẩn, Leah bắt đầu nhận ra cô biết rất ít về người bạn cùng phòng của mình. Không thể tìm thấy bất kì dấu vết nào về Emmy, cảnh sát đánh dấu Leah là nghi phạm chính.Để tự cứu mình, Leah phải khám phá sự thật về Emmy Grey. Liệu cô ấy có tồn tại hay không? Làm thế nào bạn có thể khám phá ra sự thật trong khi bạn cũng đang bận rộn che giấu những bí mật của riêng mình?

","{'5': 8259, '4': 19136, '3': 14276, '2': 2828, '1': 464}","['Mystery', 'Thriller', 'Fiction', 'Thriller > Mystery Thriller', 'Suspense', 'Audiobook', 'Adult', 'Thriller > Psychological Thriller', 'Contemporary', 'Adult Fiction']",https://www.goodreads.com//book/show/58375116-k-l-ho-n-h-o?from_search=true&from_srp=true&qid=Cp8j8E0XRd&rank=1
624,,,,
625,,,,
626,"
Tất Cả Các Dòng Sông Đều Chảy viết về cuộc đời của nữ họa sĩ Philadelphia diễn ra trên dòng sông Murray và darling, miền Nam nước Úc. Từ thuở hoa niên sống với dì dượng bên bờ sông, những ngày làm nữ thuyền trưởng duy nhất dọc ngang vùng Victoria, rồi đến lúc tuổi già bóng xế, đời cô gắn liền với nhịp đập của sông nước. Nhưng Tất Cả Các Dòng Sông Đều Chảy không đơn thuần c
Tất Cả Các Dòng Sông Đều Chảy viết về cuộc đời của nữ họa sĩ Philadelphia diễn ra trên dòng sông Murray và darling, miền Nam nước Úc. Từ thuở hoa niên sống với dì dượng bên bờ sông, những ngày làm nữ thuyền trưởng duy nhất dọc ngang vùng Victoria, rồi đến lúc tuổi già bóng xế, đời cô gắn liền với nhịp đập của sông nước. Nhưng Tất Cả Các Dòng Sông Đều Chảy không đơn thuần chỉ là chuyện kể về đời riêng của một con người. Ở đó chứa đựng những suy nghĩ rộng hơn, bao quát hơn và mang chất triết lý. Đời người như đời sông, như cuộc sống hòa tan với thời gian: luôn luôn trôi đi nhưng không ngừng đổi mới, mãi mãi biến chuyển nhưng muôn đời vẫn thế. Tất cả sông rồi sẽ đi về biển, từ biển bao la sẽ rót vào những lòng sông mênh mông tràn đầy, mạch luân lưu không ngơi nghỉ ấy là cuộc sống. Sẽ không bao giờ có cái chết vì nơi tận cùng cũng là khởi thủy cho những mầm sống mới.

","{'5': 221, '4': 323, '3': 208, '2': 38, '1': 19}","['Fiction', 'Historical > Historical Fiction', 'Cultural > Australia', 'Historical', 'Romance', 'Classics', 'Novels']",https://www.goodreads.com//book/show/25455102-t-t-c-c-c-d-ng-s-ng-u-ch-y?from_search=true&from_srp=true&qid=LG4IC1faQa&rank=1
627,"
Cuộc sống của Yusa Hiroko,người mẹ đơn thân làm nghề kỹ sư hệ thống là những chuỗi ngày quay cuồng giữa công ty và gia đình. Trong một ngàynhư thế, cô tình cờ bắt gặp trước cửa siêu thị người đàn ông kỳ lạ có lối phục sức ngỡ như bước ra từ một bộ phim dã sử.“Anh ta có một chỏm tóc búi chonmage cột trên đỉnh đầu, mặc chiếc quần ống rộng hakama bên ngoài áo kimono, hình như
Cuộc sống của Yusa Hiroko,người mẹ đơn thân làm nghề kỹ sư hệ thống là những chuỗi ngày quay cuồng giữa công ty và gia đình. Trong một ngàynhư thế, cô tình cờ bắt gặp trước cửa siêu thị người đàn ông kỳ lạ có lối phục sức ngỡ như bước ra từ một bộ phim dã sử.“Anh ta có một chỏm tóc búi chonmage cột trên đỉnh đầu, mặc chiếc quần ống rộng hakama bên ngoài áo kimono, hình như trên thắt lưng còn đeo hai thanh kiếm.”Vào giây phút đó, Hiroko chẳng hề hay biết, người đàn ông lạ lùng là một samurai từ 180 năm trước vượt thời gian tới Tokyo hiện đại, và cuộc gặp gỡ định mệnh sẽlàm đảo lộn cuộc sống của hai mẹ con…Cuốn sách gợi nhắc về những giá trị nhỏ bé ấm áp tưởng chừng đã bị quên lãng, như một chiếc bánh ngon để lại trong lòng độc giả dư vị hân hoan và ngọt ngào khôn tả.

","{'5': 11, '4': 35, '3': 46, '2': 14, '1': 0}","['Fiction', 'Romance']",https://www.goodreads.com//book/show/35523594-th-b-nh-samurai?from_search=true&from_srp=true&qid=VsSdsB5RMc&rank=1
628,"
""Những câu chuyện đi cùng năm tháng"", ""Ánh nắng và màu trăng"" tập hợp 176 bài tản văn vào loại nổi tiếng nhất Trung Quốc, tác giả đều là những nhà văn nổi tiếng bậc nhất của Trung Quốc thời cận đại và hiện đại, trong đó có những người rất gần gũi, thân thiết với độc giả Việt Nam như Lỗ Tấn, Trương Khải Siêu, Úc Đạt Phu, Ba Kim, Mao Thuẫn, Lão Xá, Mạc Ngôn, Vương Mông, Trươ
""Những câu chuyện đi cùng năm tháng"", ""Ánh nắng và màu trăng"" tập hợp 176 bài tản văn vào loại nổi tiếng nhất Trung Quốc, tác giả đều là những nhà văn nổi tiếng bậc nhất của Trung Quốc thời cận đại và hiện đại, trong đó có những người rất gần gũi, thân thiết với độc giả Việt Nam như Lỗ Tấn, Trương Khải Siêu, Úc Đạt Phu, Ba Kim, Mao Thuẫn, Lão Xá, Mạc Ngôn, Vương Mông, Trương Ái Linh, Giả Bình Ao, Trương Gia Tường...; những nhà bình luận văn học nổi tiếng như Trịnh Tấn Đạc, Vu Đan; những cây bút của thế hệ 8x như Lưu Diễm Tử (sinh 1984), Thư Sướng (sinh 1987), Thái Chân Ni (sinh 1989).Đặc biệt, trong những tác phẩm này có nhiều bài viết về Việt Nam, về Hà Nội, về Bác Hồ với tình cảm thân thiết yêu thương đến xúc động lòng người như Trương Gia Tường với ""Ấn tượng Hà Nội"", ""Cảm xúc về màu xanh Hà Nội"", Vương Phong với ""Những kỷ niệm ấu thơ tại Hà Nội""... Tất cả các bài đều mượt mà sâu lắng, dường như có thể đi qua các thế hệ mà vẫn sống mãi cùng năm tháng, càng đọc càng hay, càng ngẫm càng thấy chí lý, không thể phai mờ!

","{'5': 0, '4': 0, '3': 0, '2': 0, '1': 0}",[],https://www.goodreads.com//book/show/58832826-nh-n-ng-v-m-u-tr-ng?from_search=true&from_srp=true&qid=urhFR2ay39&rank=1
629,"
Seamus Rafael Goldberg, hay thường gọi là Rafe, cảm thấy rất mệt mỏi. Mọi người xung quanh cậu đang tỏ ra quan tâm một cách thái quá tới việc cậu là GAY. Vì vậy, Rafe quyết định sẽ ""làm mới"" mình, cậu sẽ tạo ra một Rafe khác mà không gắn mác là gay.Rafe chuyển tới một ngôi trường mới, nơi mà cậu tìm thấy mình là một Rafe ""chuẩn men"" trong nhóm các chàng trai tại đây và cậu
Seamus Rafael Goldberg, hay thường gọi là Rafe, cảm thấy rất mệt mỏi. Mọi người xung quanh cậu đang tỏ ra quan tâm một cách thái quá tới việc cậu là GAY. Vì vậy, Rafe quyết định sẽ ""làm mới"" mình, cậu sẽ tạo ra một Rafe khác mà không gắn mác là gay.Rafe chuyển tới một ngôi trường mới, nơi mà cậu tìm thấy mình là một Rafe ""chuẩn men"" trong nhóm các chàng trai tại đây và cậu cảm thấy thích thú với điều này. Nhưng thật trớ trêu, Rafe đã yêu Ben, một chàng trai không biết về giới tính thật của cậu. Và không may là, Ben không đủ dũng cảm để chấp nhận giới tính thật của Rafe.Rafe sẽ phải làm gì đây? Từ bỏ Ben và sống thật với giới tính của mình? Hay sẽ có một lựa chọn nào khác?

","{'5': 10209, '4': 11712, '3': 7038, '2': 2016, '1': 1101}","['LGBT', 'Young Adult', 'Contemporary', 'Romance', 'LGBT > Queer', 'Fiction', 'Realistic Fiction', 'LGBT > Gay', 'Audiobook', 'Romance > M M Romance']",https://www.goodreads.com//book/show/30066283-th-ng-c-ng-khai?from_search=true&from_srp=true&qid=AeonMVw2ig&rank=1
630,"
Nếu bạn năm tuổi, bạn sẽ thấy đây là một cuốn truyện đáng yêu và mê hoặc. Bạn sẽ cảm mến cậu bé Kim Cương với nụ cười ngọt ngào, khuôn mặt tĩnh tại như mặt hồ và tâm hồn của một thiên thần. Bạn sẽ choáng ngợp trước Bà Gió cao lớn tuyệt đẹp, làn tóc đen bay lồng lộng ẩn chứa bí mật của màn đêm. Bạn sẽ mê mải cuốn theo những chuyến phiêu lưu của Kim Cương và Gió Bấc, lướt tr
Nếu bạn năm tuổi, bạn sẽ thấy đây là một cuốn truyện đáng yêu và mê hoặc. Bạn sẽ cảm mến cậu bé Kim Cương với nụ cười ngọt ngào, khuôn mặt tĩnh tại như mặt hồ và tâm hồn của một thiên thần. Bạn sẽ choáng ngợp trước Bà Gió cao lớn tuyệt đẹp, làn tóc đen bay lồng lộng ẩn chứa bí mật của màn đêm. Bạn sẽ mê mải cuốn theo những chuyến phiêu lưu của Kim Cương và Gió Bấc, lướt trên đồng cỏ nước Anh, cuộn quanh những ống khói thành London thế kỷ 19, quét dọc ngang bầu trời mênh mông, vù vù trên mặt biển sóng cồn.Nếu bạn năm mươi tuổi, bạn sẽ thấy đây là câu chuyện về cái chết. Nhưng hơn thế, một câu chuyện về sự sống và cách chúng ta chọn để sống.Sau lưng Gió Bấc là một cuốn sách thiếu nhi kinh điển lớn lên theo ta sau mỗi lần đọc lại, bởi như George MacDonald đã nói: ""Tôi viết, không phải cho trẻ con, mà là cho những tâm hồn con trẻ, dù họ năm, năm mươi hay bảy mươi lăm tuổi.""

","{'5': 2627, '4': 2396, '3': 1432, '2': 420, '1': 152}","['Fantasy', 'Classics', 'Fiction', 'Childrens', 'Fantasy > Fairy Tales', 'Christian', 'Historical > Victorian', 'Christian Fiction', 'Literature', 'Young Adult']",https://www.goodreads.com//book/show/30987005-sau-l-ng-gi-b-c?from_search=true&from_srp=true&qid=9PVigkTPkU&rank=1
631,"
Tào Tháo là một tên tuổi trong lịch sử Trung Quốc, là người không chỉ tài giỏi trong lĩnh vực chính trị, quân sự và còn có tài thơ ca. Tuy nhiên, hình ảnh về ông không được các nhà nho ưa thích và thường được mang ra làm biểu tượng cho sự dối trá, vô liêm sỉ. Alpha Books xin giới thiệu đến độc giả bộ tiểu thuyết đầy đủ nhất, sống động nhất, mới mẻ nhất về cuộc đời của Tào 
Tào Tháo là một tên tuổi trong lịch sử Trung Quốc, là người không chỉ tài giỏi trong lĩnh vực chính trị, quân sự và còn có tài thơ ca. Tuy nhiên, hình ảnh về ông không được các nhà nho ưa thích và thường được mang ra làm biểu tượng cho sự dối trá, vô liêm sỉ. Alpha Books xin giới thiệu đến độc giả bộ tiểu thuyết đầy đủ nhất, sống động nhất, mới mẻ nhất về cuộc đời của Tào Tháo - Thánh nhân đê tiện. Sách sẽ ra mắt độc giả trong quý I năm 2014.Tào Tháo tự Mạnh Đức là nhà chính trị, quân sự kiệt xuất cuối thời Đông Hán trong lịch sử Trung Quốc. Ông là người đặt nền móng cho thế lực quân sự cát cứ ở miền Bắc Trung Hoa, lập nên chính quyền Tào Ngụy thời Tam Quốc. Là người có công lớn trong việc dẹp loạn khăn vàng và Đổng Trác. Tuy nhiên, hình ảnh về ông không được các nhà nho ưa thích và thường được mang ra làm biểu tượng cho sự dối trá, vô liêm sỉ. Tào Tháo còn là một nhà thơ xuất sắc. Ông và hai con trai Tào Phi, Tào Thực được đời sau gọi là Tam Tào, cùng với nhóm Kiến An thất tử và nữ sĩ Thái Diễm hình thành nên trào lưu mới trong văn học thời Hán mạt, gọi chung là Kiến An phong cốt.Bộ tiểu thuyết gồm 10 tập này là một bức tranh đầy đủ và toàn diện nhất về cuộc đời và con người của Tào Tháo. Ngay khi được xuất bản ở Trung Quốc bộ sách đã được độc giả đón nhận nhiệt liệt.Trong tập đầu của bộ tiểu thuyết Tào Tháo - Thánh nhân đê tiện, độc giả sẽ ngược dòng lịch sử, trở lại mấy ngàn năm trước, kể từ khi Tào Tháo chào đời tại huyện Tiều, nước Bái. Ông sinh ra trong một gia đình giàu có, từ bé là người thông minh, ít để ý đến những thứ nhỏ nhặt, tính tình phóng đãng nhưng rất ham đọc sách, đặc biệt là binh thư, là người có quyền biến, nhiều mưu mẹo.Chuyện kể rằng: Có lần thúc phụ thấy Tào Tháo láu cá như thế liền mách với Tào Tung. Tào Tháo biết vậy liền nghĩ cách, giả bị trúng gió ngã lăn ra. Thúc phụ chạy đi gọi Tào Tung, nhưng khi thấy cha đến thì Tào Tháo lại tươi tỉnh như bình thường. Tào Tung hỏi nguyên do, Tào Tháo nói rằng:- Vì thúc không thích hài nhi nên bày đặt điều xấu thôiDo đó Tào Tung không tin lời người thúc mách tội của Tào Tháo nữa. Về điểm này, Mao Tôn Cương khi bình Tam Quốc Diễn Nghĩa cho rằng Tào Tháo “từ nhỏ đã gian xảo cơ mưu”, còn Nguyễn Tử Quang trong Tam Quốc bình giảng lại cho rằng: khuyết điểm cũng do vị thúc của Tào Tháo vốn có thành kiến không tốt và ít tình cảm với cháu; nếu thấy cháu ngã mà thúc bế ngay lên vào nhà gặp cha thì Tào Tháo không có cách gì lừa cha dối thúc được.Khi lớn, Tào Tháo vẫn thích chơi bời, khác hẳn với những sĩ phu trọng danh tiết, tuy vậy vẫn có những người kính trọng ông như Kiều Huyền, Hứa Tử Tương. Hứa Tử Tương đánh giá Tào Tháo là năng thần thời trị và gian hùng thời loạn.Hình ảnh Tào Tháo được thể hiện trong bộ sách là người có hai mặt khác nhau. Qua mỗi sự kiện, Tào Tháo thể hiện là một người đê hèn, gian xảo trong suy nghĩ và hiểm độc khi thu phục quần hùng tam quốc.Bên cạnh đó, ông lại là một bậc thánh nhân giàu tình cảm, thương yêu dân chúng và đau đáu cho nỗi lo của thiên hạ.

","{'5': 58, '4': 33, '3': 4, '2': 0, '1': 3}",['History'],https://www.goodreads.com//book/show/25483973-t-o-th-o---th-nh-nh-n-ti-n-t-1?from_search=true&from_srp=true&qid=9Nok97Olj3&rank=1
632,"
London năm 2059.Những con phố của nó đã chiếm trọn trái tim Paige Mahoney, đã biến cô thành Mộng Mơ Mặt Tái, thành Bướm Đêm, và giờ đây, thành Diêm Hậu. Ở trên đỉnh cao muôn trượng, cai trị giới thấu thị London.Nhưng London cũng hủy diệt cô, thay đổi cô hoàn toàn. Nơi mà anh họ cô từng bảo cô không bao giờ được đến; nơi cứu rỗi và cũng nguyền rủa cô.Là tập 3 của bộ Mùa Xươ
London năm 2059.Những con phố của nó đã chiếm trọn trái tim Paige Mahoney, đã biến cô thành Mộng Mơ Mặt Tái, thành Bướm Đêm, và giờ đây, thành Diêm Hậu. Ở trên đỉnh cao muôn trượng, cai trị giới thấu thị London.Nhưng London cũng hủy diệt cô, thay đổi cô hoàn toàn. Nơi mà anh họ cô từng bảo cô không bao giờ được đến; nơi cứu rỗi và cũng nguyền rủa cô.Là tập 3 của bộ Mùa Xương, Thăng Khúc tiếp tục dõi theo hành trình của Paige Mahoney, cô gái muốn tháo bỏ xiềng xích cho London khỏi Mỏ Neo. Khi cô quay lưng lại với thầy cũ và đối diện những kẻ thù hung bạo, nhiệm vụ ổn định thế giới ngầm đứt gãy chưa bao giờ khó khăn như vậy. Triều đại của cô sẽ mau chóng lụi tàn, hay rốt cuộc bùng lên thành ngọn lửa khổng lồ thiêu rụi Mỏ Neo?

","{'5': 6278, '4': 6725, '3': 2495, '2': 347, '1': 70}","['Fantasy', 'Young Adult', 'Science Fiction > Dystopia', 'Fiction', 'Fantasy > Paranormal', 'Science Fiction', 'Fantasy > Urban Fantasy', 'Adult', 'Audiobook', 'Romance']",https://www.goodreads.com//book/show/44604903-th-ng-kh-c?from_search=true&from_srp=true&qid=gJhSjeUNKa&rank=1
633,"
Hẳn với các độc giả yêu văn học Nga, cái tên Maria Metlitskaya không còn quá xa lạ. Sâu cay và hóm hỉnh, nữ văn sĩ xứ Bạch Dương đã từng khiến chúng ta không khỏi ôm bụng ngặt nghẽo trước những trận chiến bi hài không hồi kết giữa mẹ chồng và nàng dâu trong cuốn tiểu thuyết vui nhộn Nhật kí mẹ chồng. Và trong suốt một thời gian dài, Nhật kí mẹ chồng gần như trở thành một t
Hẳn với các độc giả yêu văn học Nga, cái tên Maria Metlitskaya không còn quá xa lạ. Sâu cay và hóm hỉnh, nữ văn sĩ xứ Bạch Dương đã từng khiến chúng ta không khỏi ôm bụng ngặt nghẽo trước những trận chiến bi hài không hồi kết giữa mẹ chồng và nàng dâu trong cuốn tiểu thuyết vui nhộn Nhật kí mẹ chồng. Và trong suốt một thời gian dài, Nhật kí mẹ chồng gần như trở thành một thứ bảo bối cho bất kì ai đang có ý định “láng cháng” đến gần với cánh cửa hôn nhân.Tuy nhiên, đã bao giờ bạn tò mò muốn biết thêm về một Maria Metlitskaya mới, thâm trầm và sâu sắc hơn? Vậy thì sau Nhật kí mẹ chồng, hãy thử tìm đến bà qua tác phẩm mới đầy tính nhân văn, Vợ, người tình và quý ông hoàn hảo.Vợ, người tình và quý ông hoàn hảo xoay quanh cuộc đời Nadya – một người phụ nữ tưởng như đã được số phận đối đãi hậu hĩnh khi ban cho một người chồng học thức, thành đạt; một cô con gái xinh đẹp ở nước ngoài và một cuộc sống đủ đầy, không phải lo toan cơm áo như bao người đàn bà khác. Thế nhưng sự hoàn hảo đó chỉ là vẻ bề ngoài, chẳng một ai biết được chị đã cô đơn nhường nào bên những người ruột thịt trong chính tổ ấm mà mình vẫn vun vén hằng ngày. Và cái ngày người chồng mà chị tôn thờ như Chúa sống nằm xuống, ngỡ như rằng từ đây chị đã có thể nhẹ nhõm sống đời riêng mình, nhưng hóa ra, đó lại là cú nốc ao mà người chồng chung thủy dành tặng cho người vợ tận tụy bao năm của mình. Nadya tình cờ phát hiện ra chồng chị có một cuộc đời bí mật. Một cuộc đời ngồn ngộn sự kiện, trải nghiệm và đồng cảm về một người đàn bà khác. Ngoài vợ mình.“Đến đấy bỗng một ý nghĩ xuyên thấu tim chị – vậy là họ đã sống cả đời như người lạ. Hoàn toàn xa lạ! Người ta còn biết nhiều hơn về láng giềng cạnh căn hộ mình hay người đồng hành trên xe lửa. Còn anh chưa từng buồn lo cho chị, chị cũng chưa từng hiểu hết về anh. Thật là kinh tởm!”Không hề có những trường đoạn mô tả nhục cảm, không một lần Nadya tận mắt chứng kiến cảnh chồng mình bên nhân tình; thế nhưng Maria Metlitskaya, hơn ai hết có thể thấu tỏ những thấm buốt của người vợ khi vỡ lẽ ra cuộc hôn nhân của họ hóa ra chỉ là “sự lựa chọn đúng đắn” của chồng và chị rốt cuộc vẫn chỉ là người đàn bà nhòm trộm cuộc sống riêng tư của chồng qua lỗ khóa. Người chồng ấy đã nợ vợ mình cả cuộc đời. Nhưng chua xót thay, ông ta lại xem đó là cái giá đương nhiên sau khi đã đem đến cho vợ sự đủ đầy vật chất.Đến với Vợ, người tình và quý ông hoàn hảo, ta như cảm nhận thấy một cuộc rượt đuổi tình cảm liên tu bất tận giữa người chồng, người vợ và cô nhân tình. Cả ba đều chấp chới, vô vọng hướng về ảo ảnh trái ngang để rồi rốt cuộc tự làm chính mình mệt nhoài trong thế sự cuộc đời, trong tình yêu biến ảo, và trong dục vọng tham lam.Không còn là một Metlitskaya hài hước trong Nhật kí mẹ chồng, nữ nhà văn tài năng của nước Nga đã đặt ra trong tác phẩm mới của mình những vấn đề nghiêm túc về tâm lý, đạo đức xã hội mà mỗi chúng ta đều phải đối mặt và suy ngẫm trong cuộc sống “để không bị nợ nần, cả về đạo đức lẫn tâm hồn. Để tự do với lương tâm thanh thản”. Bà đã gióng lên một hồi chuông cảnh báo về sự biến chất của những gì sâu xa nhất, thiêng liêng nhất khi người ta nhân danh tình yêu để tự cho phép mình hủy hoại một cuộc đời khác và những oái oăm, ngang trái mà những người lương thiện phải gánh chịu.Nhà xuất bản Phụ nữ xin gửi đến các độc giả những trang văn chất chứa cảm xúc về một trong những vấn đề nhạy cảm nhất của cuộc sống hôn nhân thời hiện đại vào mùa thu năm 2018.

","{'5': 1, '4': 2, '3': 3, '2': 1, '1': 1}",[],https://www.goodreads.com//book/show/50740613-v-ng-i-t-nh-v-qu-ng-ho-n-h-o?from_search=true&from_srp=true&qid=Pzv7BhM1Gn&rank=1
634,,,,
635,,,,https://www.goodreads.com//book/show/40104741-an-elderly-lady-is-up-to-no-good?from_search=true&from_srp=true&qid=qxiW2zNGU9&rank=1
636,,,,https://www.goodreads.com//book/show/58292267-ngh-thu-t-t-p-trung---n-ng-cao-n-ng-su-t-t-i-u-th-i-gian-hi-u-qu-b?from_search=true&from_srp=true&qid=ZFa3QlnvPQ&rank=1
637,"
Bao gồm 36 truyện cổ tích và ngụ ngôn dành cho trẻ em, Con dê Zlateh và những truyện khác được viết bởi Isaac Bashevis Singer, nhà văn đoạt giải Nobel Văn học năm 1978, trong đó có những truyện rất nổi tiếng và được yêu mến của ông như Con dê Zlateh,Mazel và Shlimazel, Những bậc trưởng lão xứ Chelm và con cá chép ngu ngốc…In đậm dấu ấn văn hóa Do Thái với những lễ hội, lễ 
Bao gồm 36 truyện cổ tích và ngụ ngôn dành cho trẻ em, Con dê Zlateh và những truyện khác được viết bởi Isaac Bashevis Singer, nhà văn đoạt giải Nobel Văn học năm 1978, trong đó có những truyện rất nổi tiếng và được yêu mến của ông như Con dê Zlateh,Mazel và Shlimazel, Những bậc trưởng lão xứ Chelm và con cá chép ngu ngốc…In đậm dấu ấn văn hóa Do Thái với những lễ hội, lễ nghi truyền thống, cùng những phẩm chất nhân văn nổi bật, cuốn sách được tạp chí New York Times bình chọn là Tác phẩm nổi bật cho thiếu nhi năm 1984.“Dù lấy bối cảnh ở một ngôi làng Do Thái hay ở Manhattan, Singer đều hòa quyện hiện thực, huyền thoại và trí tưởng tượng để tạo ra câu chuyện của mình… Những câu chuyện phi thường về trí tuệ, vẻ đẹp và niềm vui sẽ trường tồn cùng thời gian.”– Los Angles Times Book Review

","{'5': 254, '4': 265, '3': 191, '2': 38, '1': 16}","['Short Stories', 'Fiction', 'Childrens', 'Religion > Judaism', 'Literature > Jewish', 'Fantasy', 'Folk Tales', 'Classics', 'Childrens > Middle Grade', 'Folklore']",https://www.goodreads.com//book/show/43351140-con-d-zlateh-v-nh-ng-truy-n-kh-c?from_search=true&from_srp=true&qid=arnSJSd2M4&rank=1
